source_country,dest_country,num_routes
Czech Republic,Croatia,1
Czech Republic,Denmark,1
Czech Republic,Finland,1
Czech Republic,France,9
Czech Republic,Germany,6
Czech Republic,Greece,3
Czech Republic,Hungary,1
Czech Republic,Ireland,1
Czech Republic,Israel,1
Czech Republic,Italy,9
Czech Republic,Kazakhstan,1
Czech Republic,Latvia,1
Czech Republic,Lithuania,1
Czech Republic,Malta,1
Czech Republic,Netherlands,2
Czech Republic,Norway,2
Czech Republic,Poland,1
Czech Republic,Portugal,2
Czech Republic,Romania,2
Czech Republic,Russia,17
Czech Republic,Serbia,1
Czech Republic,Slovakia,2
Czech Republic,Slovenia,1
Czech Republic,South Korea,1
Czech Republic,Spain,7
Czech Republic,Sweden,1
Czech Republic,Switzerland,2
Czech Republic,Turkey,2
Czech Republic,Ukraine,1
Czech Republic,United Arab Emirates,1
Czech Republic,United Kingdom,11
Czech Republic,Uzbekistan,1
Denmark,Austria,1
Denmark,Belgium,2
Denmark,Bosnia and Herzegovina,1
Denmark,Bulgaria,1
Denmark,Canada,1
Denmark,China,2
Denmark,Croatia,3
Denmark,Czech Republic,1
Denmark,Egypt,1
Denmark,Estonia,1
Denmark,Faroe Islands,2
Denmark,Finland,2
Denmark,France,7
Denmark,Germany,12
Denmark,Greece,5
Denmark,Hungary,2
Denmark,Iceland,2
Denmark,Ireland,1
Denmark,Israel,1
Denmark,Italy,13
Denmark,Japan,1
Denmark,Latvia,2
Denmark,Lithuania,2
Denmark,Luxembourg,1
Denmark,Malta,2
Denmark,Morocco,2
Denmark,Netherlands,4
Denmark,Norway,15
Denmark,Pakistan,1
Denmark,Poland,5
Denmark,Portugal,3
Denmark,Qatar,1
Denmark,Romania,1
Denmark,Russia,2
Denmark,Serbia,2
Denmark,Singapore,1
Denmark,Slovenia,1
Denmark,Spain,17
Denmark,Sweden,7
Denmark,Switzerland,3
Denmark,Thailand,1
Denmark,Turkey,8
Denmark,United Arab Emirates,1
Denmark,United Kingdom,15
Denmark,United States,7
Djibouti,Comoros,1
Djibouti,Ethiopia,1
Djibouti,France,1
Djibouti,Kenya,1
Djibouti,Saudi Arabia,1
Djibouti,Somalia,2
Djibouti,Turkey,1
Djibouti,United Arab Emirates,1
Djibouti,Yemen,2
Dominica,Antigua and Barbuda,1
Dominica,Barbados,1
Dominica,British Virgin Islands,1
Dominica,Guadeloupe,1
Dominica,Netherlands Antilles,1
Dominica,Puerto Rico,1
Dominica,Saint Vincent and the Grenadines,1
Dominica,Virgin Islands,1
Dominican Republic,Antigua and Barbuda,3
Dominican Republic,Argentina,1
Dominican Republic,Aruba,2
Dominican Republic,Brazil,2
Dominican Republic,Canada,9
Dominican Republic,Chile,1
Dominican Republic,Colombia,2
Dominican Republic,Costa Rica,1
Dominican Republic,Cuba,2
Dominican Republic,France,7
Dominican Republic,Germany,6
Dominican Republic,Guadeloupe,1
Dominican Republic,Haiti,1
Dominican Republic,Italy,2
Dominican Republic,Jamaica,2
Dominican Republic,Netherlands,1
Dominican Republic,Netherlands Antilles,2
Dominican Republic,Panama,3
Dominican Republic,Peru,2
Dominican Republic,Puerto Rico,6
Dominican Republic,Russia,3
Dominican Republic,Spain,3
Dominican Republic,Switzerland,1
Dominican Republic,Turks and Caicos Islands,3
Dominican Republic,United Kingdom,1
Dominican Republic,United States,37
Dominican Republic,Venezuela,1
East Timor,Australia,1
East Timor,Indonesia,1
East Timor,Singapore,1
Ecuador,Argentina,1
Ecuador,Brazil,1
Ecuador,Chile,1
Ecuador,Colombia,5
Ecuador,Cuba,1
Ecuador,El Salvador,2
Ecuador,Mexico,1
Ecuador,Netherlands,1
Ecuador,Panama,2
Ecuador,Peru,2
Ecuador,Spain,2
Ecuador,United States,5
Ecuador,Venezuela,1
Egypt,Algeria,1
Egypt,Austria,4
Egypt,Bahrain,1
Egypt,Belgium,1
Egypt,Canada,1
Egypt,China,2
Egypt,Cyprus,1
Egypt,Denmark,1
Egypt,Eritrea,1
Egypt,Ethiopia,1
Egypt,France,3
Egypt,Germany,13
Egypt,Ghana,1
Egypt,Greece,2
Egypt,Hungary,1
Egypt,India,1
Egypt,Indonesia,1
Egypt,Iraq,2
Egypt,Israel,1
Egypt,Italy,3
Egypt,Jordan,3
Egypt,Kenya,1
Egypt,Kuwait,6
Egypt,Lebanon,2
Egypt,Libya,5
Egypt,Morocco,1
Egypt,Netherlands,1
Egypt,Nigeria,3
Egypt,Oman,1
Egypt,Qatar,3
Egypt,Russia,11
Egypt,Saudi Arabia,23
Egypt,South Africa,1
Egypt,South Sudan,1
Egypt,Spain,2
Egypt,Sudan,2
Egypt,Switzerland,5
Egypt,Tanzania,1
Egypt,Thailand,1
Egypt,Tunisia,1
Egypt,Turkey,4
Egypt,Uganda,1
Egypt,United Arab Emirates,7
Egypt,United Kingdom,12
Egypt,United States,1
Egypt,Yemen,4
El Salvador,Belize,1
El Salvador,Canada,1
El Salvador,Colombia,3
El Salvador,Costa Rica,2
El Salvador,Cuba,1
El Salvador,Ecuador,2
El Salvador,Guatemala,1
El Salvador,Honduras,3
El Salvador,Mexico,2
El Salvador,Nicaragua,1
El Salvador,Panama,1
El Salvador,Peru,1
El Salvador,Spain,1
El Salvador,United States,12
Equatorial Guinea,Benin,1
Equatorial Guinea,Cameroon,1
Equatorial Guinea,Ethiopia,1
Equatorial Guinea,Gabon,1
Equatorial Guinea,Morocco,1
Equatorial Guinea,Nigeria,1
Equatorial Guinea,Spain,1
Eritrea,Egypt,1
Eritrea,Kenya,1
Eritrea,Saudi Arabia,1
Eritrea,South Sudan,1
Eritrea,Sudan,1
Eritrea,Yemen,2
Estonia,Belgium,1
Estonia,Croatia,1
Estonia,Denmark,1
Estonia,Finland,2
Estonia,France,1
Estonia,Germany,2
Estonia,Greece,1
Estonia,Italy,1
Estonia,Latvia,1
Estonia,Lithuania,1
Estonia,Netherlands,1
Estonia,Norway,3
Estonia,Poland,1
Estonia,Russia,2
Estonia,Spain,1
Estonia,Sweden,1
Estonia,Turkey,1
Estonia,Ukraine,1
Estonia,United Kingdom,3
Ethiopia,Angola,1
Ethiopia,Bahrain,1
Ethiopia,Benin,1
Ethiopia,Burkina Faso,1
Ethiopia,Cameroon,1
Ethiopia,Chad,1
Ethiopia,China,3
Ethiopia,Congo (Brazzaville),1
Ethiopia,Congo (Kinshasa),2
Ethiopia,Djibouti,1
Ethiopia,Egypt,1
Ethiopia,Equatorial Guinea,1
Ethiopia,France,1
Ethiopia,Gabon,1
Ethiopia,Germany,1
Ethiopia,Ghana,1
Ethiopia,Hong Kong,1
Ethiopia,India,2
Ethiopia,Israel,1
Ethiopia,Italy,1
Ethiopia,Kenya,2
Ethiopia,Kuwait,1
Ethiopia,Lebanon,1
Ethiopia,Malawi,1
Ethiopia,Mali,1
Ethiopia,Mozambique,1
Ethiopia,Niger,1
Ethiopia,Nigeria,2
Ethiopia,Oman,1
Ethiopia,Qatar,1
Ethiopia,Rwanda,1
Ethiopia,Saudi Arabia,3
Ethiopia,Somalia,1
Ethiopia,South Africa,1
Ethiopia,South Sudan,1
Ethiopia,Sudan,1
Ethiopia,Tanzania,2
Ethiopia,Thailand,1
Ethiopia,Togo,1
Ethiopia,Turkey,1
Ethiopia,Uganda,1
Ethiopia,United Arab Emirates,1
Ethiopia,United Kingdom,1
Ethiopia,Yemen,1
Ethiopia,Zambia,1
Ethiopia,Zimbabwe,1
Faroe Islands,Denmark,2
Faroe Islands,Norway,2
Fiji,Australia,4
Fiji,Hong Kong,1
Fiji,Kiribati,2
Fiji,New Caledonia,1
Fiji,New Zealand,3
Fiji,Papua New Guinea,1
Fiji,Samoa,1
Fiji,Solomon Islands,1
Fiji,South Korea,1
Fiji,Tonga,2
Fiji,United States,2
Fiji,Vanuatu,1
Fiji,Wallis and Futuna,1
Finland,Austria,1
Finland,Belarus,1
Finland,Belgium,1
Finland,Bulgaria,1
Finland,China,4
Finland,Croatia,2
Finland,Czech Republic,1
Finland,Denmark,2
Finland,Estonia,2
Finland,France,3
Finland,Germany,8
Finland,Greece,2
Finland,Hong Kong,1
Finland,Hungary,2
Finland,Iceland,1
Finland,India,1
Finland,Ireland,1
Finland,Israel,1
Finland,Italy,4
Finland,Japan,3
Finland,Latvia,2
Finland,Lithuania,1
Finland,Netherlands,1
Finland,Norway,1
Finland,Poland,4
Finland,Portugal,1
Finland,Russia,4
Finland,Singapore,1
Finland,Slovenia,1
Finland,South Korea,1
Finland,Spain,11
Finland,Sweden,8
Finland,Switzerland,2
Finland,Thailand,1
Finland,Turkey,4
Finland,Ukraine,1
Finland,United Kingdom,4
Finland,United States,1
France,Algeria,37
France,Angola,1
France,Antigua and Barbuda,1
France,Argentina,1
France,Armenia,1
France,Austria,5
France,Azerbaijan,1
France,Bahrain,1
France,Belarus,2
France,Belgium,25
France,Benin,1
France,Brazil,3
France,Bulgaria,2
France,Burkina Faso,1
France,Cameroon,2
France,Canada,9
France,Cape Verde,4
France,Central African Republic,1
France,Chad,1
France,Chile,1
France,China,4
France,Colombia,1
France,Congo (Brazzaville),2
France,Congo (Kinshasa),1
France,Cote d'Ivoire,2
France,Croatia,11
France,Cuba,2
France,Cyprus,2
France,Czech Republic,9
France,Denmark,7
France,Djibouti,1
France,Dominican Republic,2
France,Egypt,3
France,Estonia,1
France,Ethiopia,1
France,Finland,3
France,French Guiana,1
France,Gabon,1
France,Georgia,1
France,Germany,55
France,Greece,22
France,Guadeloupe,3
France,Guernsey,1
France,Guinea,1
France,Haiti,1
France,Hong Kong,1
France,Hungary,4
France,Iceland,2
France,India,3
France,Iran,1
France,Ireland,20
France,Israel,5
France,Italy,83
France,Japan,3
France,Jersey,1
France,Jordan,1
France,Kenya,1
France,Latvia,2
France,Lebanon,1
France,Liberia,1
France,Lithuania,2
France,Luxembourg,6
France,Madagascar,2
France,Malaysia,1
France,Mali,2
France,Malta,6
France,Martinique,2
France,Mauritania,1
France,Mauritius,1
France,Mayotte,2
France,Mexico,2
France,Moldova,1
France,Montenegro,2
France,Morocco,54
France,Netherlands,17
France,Netherlands Antilles,3
France,Niger,1
France,Nigeria,2
France,Norway,11
France,Oman,1
France,Pakistan,2
France,Panama,1
France,Peru,1
France,Poland,14
France,Portugal,36
France,Puerto Rico,1
France,Qatar,1
France,Reunion,3
France,Romania,6
France,Russia,8
France,Saudi Arabia,2
France,Senegal,2
France,Serbia,3
France,Singapore,1
France,Slovakia,1
France,Slovenia,1
France,South Africa,1
France,South Korea,1
France,Spain,82
France,Sri Lanka,1
France,Sweden,12
France,Switzerland,15
France,Taiwan,1
France,Thailand,1
France,Togo,1
France,Tunisia,25
France,Turkey,19
France,Ukraine,2
France,United Arab Emirates,4
France,United Kingdom,111
France,United States,22
France,Uzbekistan,2
France,Venezuela,1
France,Vietnam,2
France,Virgin Islands,1
French Guiana,Brazil,1
French Guiana,France,1
French Guiana,Martinique,1
French Guiana,Suriname,1
French Polynesia,Cook Islands,1
French Polynesia,Japan,1
French Polynesia,New Caledonia,1
French Polynesia,New Zealand,1
French Polynesia,United States,2
Gabon,Benin,1
Gabon,Cameroon,2
Gabon,Congo (Brazzaville),2
Gabon,Congo (Kinshasa),1
Gabon,Cote d'Ivoire,1
Gabon,Equatorial Guinea,1
Gabon,Ethiopia,1
Gabon,France,1
Gabon,Morocco,1
Gabon,Nigeria,1
Gabon,Rwanda,1
Gabon,South Africa,1
Gabon,Togo,1
Gabon,Turkey,1
Gambia,Cape Verde,1
Gambia,Guinea-Bissau,1
Gambia,Morocco,1
Gambia,Senegal,1
Gambia,Sierra Leone,1
Gambia,Spain,2
Georgia,Austria,1
Georgia,Azerbaijan,1
Georgia,Belarus,3
Georgia,China,1
Georgia,France,1
Georgia,Germany,1
Georgia,Greece,1
Georgia,Iraq,2
Georgia,Israel,1
Georgia,Italy,1
Georgia,Kazakhstan,2
Georgia,Latvia,1
Georgia,Lithuania,1
Georgia,Netherlands,1
Georgia,Poland,3
Georgia,Russia,3
Georgia,Turkey,3
Georgia,Ukraine,6
Georgia,United Arab Emirates,1
Germany,Albania,2
Germany,Algeria,2
Germany,Angola,1
Germany,Argentina,1
Germany,Austria,28
Germany,Azerbaijan,1
Germany,Bahrain,1
Germany,Belarus,3
Germany,Belgium,7
Germany,Bosnia and Herzegovina,4
Germany,Brazil,5
Germany,Bulgaria,7
Germany,Canada,9
Germany,Cape Verde,5
Germany,China,9
Germany,Colombia,1
Germany,Croatia,39
Germany,Cuba,4
Germany,Cyprus,5
Germany,Czech Republic,6
Germany,Denmark,12
Germany,Dominican Republic,6
Germany,Egypt,13
Germany,Estonia,2
Germany,Ethiopia,1
Germany,Finland,8
Germany,France,54
Germany,Georgia,1
Germany,Ghana,1
Germany,Greece,99
Germany,Guernsey,2
Germany,Hong Kong,2
Germany,Hungary,10
Germany,Iceland,3
Germany,India,7
Germany,Iran,4
Germany,Iraq,5
Germany,Ireland,15
Germany,Israel,6
Germany,Italy,142
Germany,Jamaica,1
Germany,Japan,6
Germany,Jersey,3
Germany,Jordan,3
Germany,Kazakhstan,2
Germany,Kenya,2
Germany,Kuwait,1
Germany,Latvia,8
Germany,Lebanon,2
Germany,Lithuania,6
Germany,Luxembourg,5
Germany,Macedonia,5
Germany,Malaysia,1
Germany,Maldives,1
Germany,Malta,5
Germany,Mauritius,1
Germany,Mexico,4
Germany,Moldova,2
Germany,Montenegro,2
Germany,Morocco,18
Germany,Namibia,1
Germany,Netherlands,14
Germany,Netherlands Antilles,1
Germany,Nigeria,2
Germany,Norway,15
Germany,Oman,2
Germany,Poland,29
Germany,Portugal,41
Germany,Puerto Rico,1
Germany,Qatar,3
Germany,Romania,10
Germany,Russia,33
Germany,Saudi Arabia,4
Germany,Serbia,14
Germany,Seychelles,1
Germany,Singapore,2
Germany,Slovenia,2
Germany,South Africa,2
Germany,South Korea,2
Germany,Spain,201
Germany,Sri Lanka,1
Germany,Sweden,13
Germany,Switzerland,23
Germany,Taiwan,1
Germany,Tajikistan,1
Germany,Thailand,2
Germany,Trinidad and Tobago,1
Germany,Tunisia,21
Germany,Turkey,68
Germany,Turkmenistan,1
Germany,Ukraine,10
Germany,United Arab Emirates,8
Germany,United Kingdom,72
Germany,United States,43
Germany,Uzbekistan,1
Germany,Venezuela,1
Germany,Vietnam,2
Ghana,Benin,1
Ghana,Burkina Faso,1
Ghana,Cote d'Ivoire,1
Ghana,Egypt,1
Ghana,Ethiopia,1
Ghana,Germany,1
Ghana,Italy,1
Ghana,Kenya,1
Ghana,Lebanon,1
Ghana,Liberia,2
Ghana,Morocco,1
Ghana,Namibia,1
Ghana,Netherlands,1
Ghana,Nigeria,2
Ghana,Portugal,1
Ghana,Senegal,1
Ghana,Sierra Leone,1
Ghana,South Africa,1
Ghana,Spain,1
Ghana,Togo,1
Ghana,Turkey,1
Ghana,United Arab Emirates,1
Ghana,United Kingdom,1
Ghana,United States,1
Gibraltar,United Kingdom,5
Greece,Albania,1
Greece,Armenia,1
Greece,Austria,15
Greece,Belgium,15
Greece,Bulgaria,1
Greece,Canada,2
Greece,Croatia,2
Greece,Cyprus,7
Greece,Czech Republic,3
Greece,Denmark,5
Greece,Egypt,2
Greece,Estonia,1
Greece,Finland,2
Greece,France,21
Greece,Georgia,1
Greece,Germany,94
Greece,Hungary,2
Greece,Ireland,3
Greece,Israel,2
Greece,Italy,17
Greece,Jordan,1
Greece,Latvia,2
Greece,Lebanon,1
Greece,Lithuania,4
Greece,Luxembourg,4
Greece,Malta,1
Greece,Moldova,1
Greece,Netherlands,20
Greece,Norway,8
Greece,Poland,6
Greece,Qatar,1
Greece,Romania,2
Greece,Russia,17
Greece,Serbia,2
Greece,Spain,3
Greece,Sweden,7
Greece,Switzerland,5
Greece,Turkey,4
Greece,Ukraine,5
Greece,United Arab Emirates,2
Greece,United Kingdom,62
Greece,United States,1
Greenland,Iceland,1
Grenada,Barbados,1
Grenada,Canada,1
Grenada,Saint Lucia,1
Grenada,Saint Vincent and the Grenadines,1
Grenada,Trinidad and Tobago,1
Grenada,United States,2
Grenada,Venezuela,1
Guadeloupe,Antigua and Barbuda,1
Guadeloupe,Canada,1
Guadeloupe,Dominica,1
Guadeloupe,Dominican Republic,1
Guadeloupe,France,2
Guadeloupe,Haiti,1
Guadeloupe,Martinique,1
Guadeloupe,Netherlands Antilles,1
Guadeloupe,Puerto Rico,1
Guadeloupe,United States,1
Guam,Australia,1
Guam,Hong Kong,1
Guam,Japan,7
Guam,Micronesia,1
Guam,Northern Mariana Islands,1
Guam,Palau,1
Guam,Philippines,1
Guam,South Korea,2
Guam,Taiwan,1
Guam,United States,1
Guatemala,Belize,1
Guatemala,Colombia,1
Guatemala,Costa Rica,1
Guatemala,El Salvador,1
Guatemala,Honduras,2
Guatemala,Mexico,1
Guatemala,Nicaragua,1
Guatemala,Panama,1
Guatemala,United States,9
Guernsey,France,1
Guernsey,Germany,1
Guernsey,Jersey,1
Guernsey,Netherlands,1
Guernsey,United Kingdom,9
Guinea,Cote d'Ivoire,1
Guinea,France,1
Guinea,Guinea-Bissau,1
Guinea,Mali,1
Guinea,Mauritania,1
Guinea,Morocco,1
Guinea,Senegal,1
Guinea,Togo,1
Guinea-Bissau,Cape Verde,1
Guinea-Bissau,Gambia,1
Guinea-Bissau,Guinea,1
Guinea-Bissau,Morocco,1
Guinea-Bissau,Senegal,1
Guyana,Canada,1
Guyana,Jamaica,1
Guyana,Suriname,1
Guyana,Trinidad and Tobago,1
Guyana,United States,2
Haiti,Canada,1
Haiti,Dominican Republic,2
Haiti,Guadeloupe,1
Haiti,Netherlands Antilles,1
Haiti,Panama,1
Haiti,Turks and Caicos Islands,2
Haiti,United States,4
Honduras,Belize,2
Honduras,Cayman Islands,1
Honduras,Costa Rica,2
Honduras,El Salvador,3
Honduras,Guatemala,3
Honduras,Mexico,1
Honduras,Panama,2
Honduras,United States,13
Hong Kong,Australia,6
Hong Kong,Bangladesh,1
Hong Kong,Brunei,1
Hong Kong,Burma,1
Hong Kong,Cambodia,2
Hong Kong,Canada,2
Hong Kong,China,38
Hong Kong,Ethiopia,1
Hong Kong,Fiji,1
Hong Kong,Finland,1
Hong Kong,France,1
Hong Kong,Germany,2
Hong Kong,Guam,1
Hong Kong,India,6
Hong Kong,Indonesia,3
Hong Kong,Israel,1
Hong Kong,Italy,2
Hong Kong,Japan,8
Hong Kong,Kazakhstan,1
Hong Kong,Malaysia,3
Hong Kong,Maldives,1
Hong Kong,Mauritius,1
Hong Kong,Mongolia,1
Hong Kong,Nepal,1
Hong Kong,Netherlands,1
Hong Kong,New Zealand,1
Hong Kong,Papua New Guinea,1
Hong Kong,Philippines,4
Hong Kong,Qatar,1
Hong Kong,Russia,5
Hong Kong,Saudi Arabia,1
Hong Kong,Singapore,1
Hong Kong,South Africa,1
Hong Kong,South Korea,3
Hong Kong,Switzerland,1
Hong Kong,Taiwan,3
Hong Kong,Thailand,5
Hong Kong,Turkey,1
Hong Kong,United Arab Emirates,2
Hong Kong,United Kingdom,1
Hong Kong,United States,5
Hong Kong,Vietnam,3
Hungary,Austria,1
Hungary,Azerbaijan,1
Hungary,Belarus,1
Hungary,Belgium,2
Hungary,Croatia,1
Hungary,Cyprus,1
Hungary,Czech Republic,1
Hungary,Denmark,2
Hungary,Egypt,1
Hungary,Finland,2
Hungary,France,4
Hungary,Germany,10
Hungary,Greece,2
Hungary,Ireland,1
Hungary,Israel,1
Hungary,Italy,9
Hungary,Latvia,1
Hungary,Malta,1
Hungary,Netherlands,4
Hungary,Norway,1
Hungary,Poland,1
Hungary,Portugal,1
Hungary,Qatar,1
Hungary,Romania,1
Hungary,Russia,4
Hungary,Serbia,1
Hungary,Spain,3
Hungary,Sweden,4
Hungary,Switzerland,2
Hungary,Turkey,2
Hungary,Ukraine,1
Hungary,United Arab Emirates,1
Hungary,United Kingdom,10
Iceland,Belgium,1
Iceland,Canada,2
Iceland,Denmark,2
Iceland,Finland,1
Iceland,France,2
Iceland,Germany,3
Iceland,Greenland,1
Iceland,Netherlands,1
Iceland,Norway,2
Iceland,Spain,1
Iceland,Sweden,1
Iceland,Switzerland,1
Iceland,United Kingdom,7
Iceland,United States,7
India,Afghanistan,3
India,Australia,2
India,Austria,1
India,Bahrain,6
India,Bangladesh,5
India,Belgium,2
India,Bhutan,3
India,Burma,1
India,China,5
India,Egypt,1
India,Ethiopia,2
India,Finland,1
India,France,3
India,Germany,6
India,Hong Kong,6
India,Iran,2
India,Israel,1
India,Italy,1
India,Japan,2
India,Jordan,2
India,Kazakhstan,1
India,Kenya,2
India,Kuwait,8
India,Malaysia,9
India,Maldives,3
India,Mauritius,3
India,Nepal,3
India,Netherlands,2
India,Oman,12
India,Pakistan,3
India,Qatar,13
India,Reunion,1
India,Russia,2
India,Saudi Arabia,25
India,Singapore,12
India,South Africa,1
India,South Korea,2
India,Sri Lanka,9
India,Switzerland,2
India,Taiwan,1
India,Tajikistan,1
India,Thailand,9
India,Turkey,2
India,Turkmenistan,2
India,United Arab Emirates,40
India,United Kingdom,6
India,United States,4
India,Uzbekistan,2
India,Yemen,2
Indonesia,Australia,10
Indonesia,Brunei,2
Indonesia,China,8
Indonesia,East Timor,1
Indonesia,Egypt,1
Indonesia,Hong Kong,3
Indonesia,Japan,6
Indonesia,Malaysia,23
Indonesia,Papua New Guinea,1
Indonesia,Philippines,2
Indonesia,Qatar,1
Indonesia,Saudi Arabia,4
Indonesia,Singapore,13
Indonesia,South Korea,2
Indonesia,Sri Lanka,1
Indonesia,Taiwan,3
Indonesia,Thailand,6
Indonesia,United Arab Emirates,2
Indonesia,Vietnam,1
Iran,Afghanistan,5
Iran,Armenia,1
Iran,Austria,1
Iran,Azerbaijan,2
Iran,Bahrain,2
Iran,Belarus,1
Iran,China,4
Iran,France,1
Iran,Germany,4
Iran,India,2
Iran,Iraq,3
Iran,Italy,2
Iran,Kazakhstan,1
Iran,Kuwait,7
Iran,Lebanon,2
Iran,Malaysia,1
Iran,Netherlands,1
Iran,Oman,3
Iran,Pakistan,3
Iran,Qatar,4
Iran,Russia,1
Iran,Saudi Arabia,6
Iran,Sweden,2
Iran,Tajikistan,2
Iran,Thailand,1
Iran,Turkey,7
Iran,United Arab Emirates,16
Iran,United Kingdom,1
Iran,Uzbekistan,1
Iraq,Austria,1
Iraq,Bahrain,2
Iraq,Egypt,2
Iraq,Georgia,2
Iraq,Germany,5
Iraq,Iran,3
Iraq,Jordan,6
Iraq,Kuwait,1
Iraq,Lebanon,4
Iraq,Netherlands,1
Iraq,Qatar,5
Iraq,Sweden,4
Iraq,Turkey,11
Iraq,United Arab Emirates,12
Ireland,Austria,1
Ireland,Belgium,3
Ireland,Bulgaria,1
Ireland,Canada,1
Ireland,Croatia,3
Ireland,Czech Republic,1
Ireland,Denmark,1
Ireland,Finland,1
Ireland,France,20
Ireland,Germany,15
Ireland,Greece,3
Ireland,Hungary,1
Ireland,Isle of Man,1
Ireland,Italy,15
Ireland,Jersey,2
